1692307961.524486
0 tensor(0.0281, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
690 tensor(0.0078, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
700 tensor(0.0078, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
710 tensor(0.0078, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
720 tensor(0.0077, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
730 tensor(0.0077, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
740 tensor(0.0077, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
750 tensor(0.0077, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
760 tensor(0.0077, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
770 tensor(0.0077, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
780 tensor(0.0077, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
790 tensor(0.0076, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
800 tensor(0.0076, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
810 tensor(0.0076, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
820 tensor(0.0076, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
830 tensor(0.0075, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
840 tensor(0.0075, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
850 tensor(0.0075, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
860 tensor(0.0074, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
870 tensor(0.0074, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
880 tensor(0.0073, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
890 tensor(0.0073, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
900 tensor(0.0073, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
910 tensor(0.0072, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
920 tensor(0.0072, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
930 tensor(0.0072, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
940 tensor(0.0072, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
950 tensor(0.0072, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
960 tensor(0.0072, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
970 tensor(0.0072, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
980 tensor(0.0072, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
990 tensor(0.0072, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1000 tensor(0.0072, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1010 tensor(0.0072, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1020 tensor(0.0072, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1030 tensor(0.0071, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1040 tensor(0.0070, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1050 tensor(0.0070, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1060 tensor(0.0065, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1070 tensor(0.0062, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1080 tensor(0.0060, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1090 tensor(0.0059, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1100 tensor(0.0058, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1110 tensor(0.0056, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1120 tensor(0.0055, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1130 tensor(0.0054, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1140 tensor(0.0053, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1150 tensor(0.0052, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1160 tensor(0.0051, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1170 tensor(0.0050, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1180 tensor(0.0049, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1190 tensor(0.0049, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1200 tensor(0.0048, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1210 tensor(0.0047, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1220 tensor(0.0046, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1230 tensor(0.0045, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1240 tensor(0.0045, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1250 tensor(0.0044, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1260 tensor(0.0043, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1270 tensor(0.0043, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1280 tensor(0.0042, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1290 tensor(0.0041, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1300 tensor(0.0041, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1310 tensor(0.0040, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1320 tensor(0.0039, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1330 tensor(0.0038, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1340 tensor(0.0038, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1350 tensor(0.0037, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1360 tensor(0.0036, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1370 tensor(0.0035, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1380 tensor(0.0035, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1390 tensor(0.0034, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1400 tensor(0.0034, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1410 tensor(0.0033, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1420 tensor(0.0033, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1430 tensor(0.0032, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1440 tensor(0.0032, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1450 tensor(0.0031, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1460 tensor(0.0031, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1470 tensor(0.0031, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1480 tensor(0.0031, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1490 tensor(0.0030, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1500 tensor(0.0030, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1510 tensor(0.0030, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1520 tensor(0.0030, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1530 tensor(0.0030, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1540 tensor(0.0030, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1550 tensor(0.0029, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1560 tensor(0.0029, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1570 tensor(0.0029, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1580 tensor(0.0029, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1590 tensor(0.0029, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1600 tensor(0.0028, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1610 tensor(0.0028, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1620 tensor(0.0028, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1630 tensor(0.0028, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1640 tensor(0.0028, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1650 tensor(0.0027, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1660 tensor(0.0027, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1670 tensor(0.0027, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1680 tensor(0.0027, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1690 tensor(0.0027, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1700 tensor(0.0026, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1710 tensor(0.0026, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1720 tensor(0.0026, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1730 tensor(0.0025, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1740 tensor(0.0026, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1750 tensor(0.0025, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1760 tensor(0.0025, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1770 tensor(0.0024, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1780 tensor(0.0024, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1790 tensor(0.0024, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1800 tensor(0.0024, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1810 tensor(0.0024, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1820 tensor(0.0023, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1830 tensor(0.0023, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1840 tensor(0.0024, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1850 tensor(0.0023, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1860 tensor(0.0023, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1870 tensor(0.0022, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1880 tensor(0.0022, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1890 tensor(0.0022, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1900 tensor(0.0021, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1910 tensor(0.0021, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1920 tensor(0.0021, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1930 tensor(0.0020, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1940 tensor(0.0020, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1950 tensor(0.0019, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1960 tensor(0.0019, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1970 tensor(0.0019, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1980 tensor(0.0019, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1990 tensor(0.0018, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2000 tensor(0.0018, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2010 tensor(0.0017, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2020 tensor(0.0018, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2030 tensor(0.0017, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2040 tensor(0.0017, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2050 tensor(0.0017, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2060 tensor(0.0016, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2070 tensor(0.0017, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2080 tensor(0.0016, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2090 tensor(0.0016, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2100 tensor(0.0017, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2110 tensor(0.0016, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2120 tensor(0.0016, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2130 tensor(0.0016, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2140 tensor(0.0016, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2150 tensor(0.0015, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2160 tensor(0.0016, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2170 tensor(0.0015, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2180 tensor(0.0015, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2190 tensor(0.0016, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2200 tensor(0.0015, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2210 tensor(0.0015, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2220 tensor(0.0015, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2230 tensor(0.0015, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2240 tensor(0.0015, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2250 tensor(0.0015, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2260 tensor(0.0015, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2270 tensor(0.0015, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2280 tensor(0.0014, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2290 tensor(0.0015, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2300 tensor(0.0014, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2310 tensor(0.0015, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2320 tensor(0.0014, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2330 tensor(0.0015, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2340 tensor(0.0014, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2350 tensor(0.0014, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2360 tensor(0.0015, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2370 tensor(0.0014, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2380 tensor(0.0014, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2390 tensor(0.0015, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2400 tensor(0.0014, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2410 tensor(0.0014, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2420 tensor(0.0015, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2430 tensor(0.0014, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2440 tensor(0.0014, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2450 tensor(0.0014, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2460 tensor(0.0014, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2470 tensor(0.0014, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2480 tensor(0.0014, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2490 tensor(0.0014, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2500 tensor(0.0014, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2510 tensor(0.0014, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2520 tensor(0.0013, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2530 tensor(0.0014, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2540 tensor(0.0014, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2550 tensor(0.0013, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2560 tensor(0.0013, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2570 tensor(0.0013, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2580 tensor(0.0013, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2590 tensor(0.0013, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2600 tensor(0.0013, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2610 tensor(0.0013, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2620 tensor(0.0013, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2630 tensor(0.0013, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2640 tensor(0.0013, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2650 tensor(0.0013, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2660 tensor(0.0013, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2670 tensor(0.0013, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2680 tensor(0.0013, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2690 tensor(0.0013, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2700 tensor(0.0013, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2710 tensor(0.0013, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2720 tensor(0.0013, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2730 tensor(0.0013, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2740 tensor(0.0013, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2750 tensor(0.0013, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2760 tensor(0.0013, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2770 tensor(0.0013, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2780 tensor(0.0013, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2790 tensor(0.0013, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2800 tensor(0.0013, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2810 tensor(0.0013, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2820 tensor(0.0013, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2830 tensor(0.0013, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2840 tensor(0.0013, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2850 tensor(0.0013, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2860 tensor(0.0013, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2870 tensor(0.0012, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2880 tensor(0.0013, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2890 tensor(0.0012, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2900 tensor(0.0012, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2910 tensor(0.0013, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2920 tensor(0.0012, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2930 tensor(0.0012, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2940 tensor(0.0012, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2950 tensor(0.0012, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2960 tensor(0.0012, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2970 tensor(0.0012, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2980 tensor(0.0012, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2990 tensor(0.0012, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
3000 tensor(0.0012, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
3010 tensor(0.0012, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
3020 tensor(0.0012, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
3030 tensor(0.0012, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
3040 tensor(0.0012, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
