1691718508.951755
0 tensor(0.0580, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1070 tensor(0.0345, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1080 tensor(0.0341, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1090 tensor(0.0337, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1100 tensor(0.0333, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1110 tensor(0.0329, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1120 tensor(0.0325, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1130 tensor(0.0321, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1140 tensor(0.0318, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1150 tensor(0.0314, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1160 tensor(0.0310, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1170 tensor(0.0307, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1180 tensor(0.0303, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1190 tensor(0.0299, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1200 tensor(0.0295, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1210 tensor(0.0291, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1220 tensor(0.0286, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1230 tensor(0.0282, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1240 tensor(0.0277, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1250 tensor(0.0271, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1260 tensor(0.0267, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1270 tensor(0.0262, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1280 tensor(0.0258, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1290 tensor(0.0254, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1300 tensor(0.0250, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1310 tensor(0.0247, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1320 tensor(0.0244, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1330 tensor(0.0242, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1340 tensor(0.0239, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1350 tensor(0.0237, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1360 tensor(0.0235, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1370 tensor(0.0233, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1380 tensor(0.0231, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1390 tensor(0.0230, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1400 tensor(0.0228, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1410 tensor(0.0226, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1420 tensor(0.0224, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1430 tensor(0.0223, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1440 tensor(0.0221, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1450 tensor(0.0219, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1460 tensor(0.0217, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1470 tensor(0.0215, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1480 tensor(0.0213, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1490 tensor(0.0211, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1500 tensor(0.0209, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1510 tensor(0.0207, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1520 tensor(0.0206, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1530 tensor(0.0204, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1540 tensor(0.0202, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1550 tensor(0.0201, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1560 tensor(0.0199, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1570 tensor(0.0197, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1580 tensor(0.0196, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1590 tensor(0.0194, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1600 tensor(0.0192, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1610 tensor(0.0191, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1620 tensor(0.0189, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1630 tensor(0.0187, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1640 tensor(0.0186, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1650 tensor(0.0184, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1660 tensor(0.0183, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1670 tensor(0.0181, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1680 tensor(0.0180, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1690 tensor(0.0178, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1700 tensor(0.0177, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1710 tensor(0.0175, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1720 tensor(0.0174, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1730 tensor(0.0173, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1740 tensor(0.0171, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1750 tensor(0.0170, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1760 tensor(0.0169, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1770 tensor(0.0167, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1780 tensor(0.0166, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1790 tensor(0.0165, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1800 tensor(0.0164, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1810 tensor(0.0163, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1820 tensor(0.0162, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1830 tensor(0.0161, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1840 tensor(0.0160, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1850 tensor(0.0159, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1860 tensor(0.0158, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1870 tensor(0.0157, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1880 tensor(0.0156, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1890 tensor(0.0155, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1900 tensor(0.0154, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1910 tensor(0.0153, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1920 tensor(0.0152, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1930 tensor(0.0151, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1940 tensor(0.0151, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1950 tensor(0.0150, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1960 tensor(0.0149, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1970 tensor(0.0148, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1980 tensor(0.0148, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1990 tensor(0.0147, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2000 tensor(0.0146, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2010 tensor(0.0146, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2020 tensor(0.0145, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2030 tensor(0.0144, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2040 tensor(0.0144, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2050 tensor(0.0143, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2060 tensor(0.0143, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2070 tensor(0.0142, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2080 tensor(0.0141, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2090 tensor(0.0141, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2100 tensor(0.0140, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2110 tensor(0.0140, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2120 tensor(0.0139, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2130 tensor(0.0139, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2140 tensor(0.0138, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2150 tensor(0.0138, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2160 tensor(0.0137, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2170 tensor(0.0137, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2180 tensor(0.0136, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2190 tensor(0.0136, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2200 tensor(0.0135, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2210 tensor(0.0135, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2220 tensor(0.0134, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2230 tensor(0.0134, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2240 tensor(0.0134, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2250 tensor(0.0133, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2260 tensor(0.0133, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2270 tensor(0.0132, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2280 tensor(0.0132, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2290 tensor(0.0132, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2300 tensor(0.0131, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2310 tensor(0.0131, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2320 tensor(0.0130, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2330 tensor(0.0130, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2340 tensor(0.0130, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2350 tensor(0.0129, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2360 tensor(0.0129, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2370 tensor(0.0129, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2380 tensor(0.0128, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2390 tensor(0.0128, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2400 tensor(0.0128, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2410 tensor(0.0128, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2420 tensor(0.0127, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2430 tensor(0.0127, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2440 tensor(0.0127, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2450 tensor(0.0126, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2460 tensor(0.0126, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2470 tensor(0.0126, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2480 tensor(0.0126, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2490 tensor(0.0125, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2500 tensor(0.0125, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2510 tensor(0.0125, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2520 tensor(0.0124, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2530 tensor(0.0124, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2540 tensor(0.0124, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2550 tensor(0.0124, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2560 tensor(0.0123, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2570 tensor(0.0123, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2580 tensor(0.0123, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2590 tensor(0.0123, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2600 tensor(0.0122, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2610 tensor(0.0122, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2620 tensor(0.0122, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2630 tensor(0.0122, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2640 tensor(0.0121, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2650 tensor(0.0121, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2660 tensor(0.0121, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2670 tensor(0.0121, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2680 tensor(0.0121, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2690 tensor(0.0120, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2700 tensor(0.0120, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2710 tensor(0.0120, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2720 tensor(0.0120, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2730 tensor(0.0119, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2740 tensor(0.0119, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2750 tensor(0.0119, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2760 tensor(0.0119, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2770 tensor(0.0119, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2780 tensor(0.0118, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2790 tensor(0.0118, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2800 tensor(0.0118, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2810 tensor(0.0118, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2820 tensor(0.0118, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2830 tensor(0.0117, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2840 tensor(0.0117, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2850 tensor(0.0117, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2860 tensor(0.0117, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2870 tensor(0.0117, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2880 tensor(0.0116, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2890 tensor(0.0116, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2900 tensor(0.0116, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2910 tensor(0.0116, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2920 tensor(0.0116, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2930 tensor(0.0116, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2940 tensor(0.0115, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2950 tensor(0.0115, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2960 tensor(0.0115, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2970 tensor(0.0115, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2980 tensor(0.0115, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2990 tensor(0.0115, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
3000 tensor(0.0114, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
3010 tensor(0.0114, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
3020 tensor(0.0114, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
3030 tensor(0.0114, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
3040 tensor(0.0114, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
