1693262144.1736188
0 tensor(0.0167, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
270 tensor(0.0002, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
280 tensor(0.0002, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
290 tensor(0.0002, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
300 tensor(0.0002, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
310 tensor(0.0002, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
320 tensor(0.0002, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
330 tensor(0.0002, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
340 tensor(0.0002, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
350 tensor(0.0002, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
360 tensor(0.0002, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
370 tensor(0.0002, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
380 tensor(0.0002, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
390 tensor(0.0002, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
400 tensor(0.0002, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
410 tensor(0.0002, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
420 tensor(0.0002, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
430 tensor(0.0002, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
440 tensor(0.0002, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
450 tensor(0.0002, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
460 tensor(0.0002, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
470 tensor(0.0002, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
480 tensor(0.0002, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
490 tensor(0.0002, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
500 tensor(0.0002, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
510 tensor(0.0002, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
520 tensor(0.0002, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
530 tensor(0.0002, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
540 tensor(0.0002, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
550 tensor(0.0002, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
560 tensor(0.0002, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
570 tensor(0.0002, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
580 tensor(0.0002, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
590 tensor(0.0002, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
600 tensor(0.0002, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
610 tensor(0.0002, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
620 tensor(0.0002, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
630 tensor(0.0002, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
640 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
650 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
660 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
670 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
680 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
690 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
700 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
710 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
720 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
730 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
740 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
750 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
760 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
770 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
780 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
790 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
800 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
810 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
820 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
830 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
840 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
850 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
860 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
870 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
880 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
890 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
900 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
910 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
920 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
930 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
940 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
950 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
960 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
970 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
980 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
990 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1000 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1010 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1020 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1030 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1040 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1050 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1060 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1070 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1080 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1090 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1100 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1110 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1120 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1130 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1140 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1150 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1160 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1170 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1180 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1190 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1200 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1210 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1220 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1230 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1240 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1250 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1260 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1270 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1280 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1290 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1300 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1310 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1320 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1330 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1340 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1350 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1360 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1370 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1380 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1390 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1400 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1410 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1420 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1430 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1440 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1450 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1460 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1470 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1480 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1490 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1500 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1510 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1520 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1530 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1540 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1550 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1560 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1570 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1580 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1590 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1600 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1610 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1620 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1630 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1640 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1650 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1660 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1670 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1680 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1690 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1700 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1710 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1720 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1730 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1740 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1750 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1760 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1770 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1780 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1790 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1800 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1810 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1820 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1830 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1840 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1850 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1860 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1870 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1880 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1890 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1900 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1910 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1920 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1930 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1940 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1950 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1960 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1970 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1980 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
1990 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2000 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2010 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2020 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2030 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2040 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2050 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2060 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2070 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2080 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2090 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2100 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2110 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2120 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2130 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2140 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2150 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2160 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2170 tensor(0.0001, device='cuda:0', dtype=torch.float64, grad_fn=<NormBackward1>)
2180 tensor(9.9920e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2190 tensor(9.9752e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2200 tensor(9.9584e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2210 tensor(9.9417e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2220 tensor(9.9251e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2230 tensor(9.9086e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2240 tensor(9.8922e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2250 tensor(9.8758e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2260 tensor(9.8596e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2270 tensor(9.8434e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2280 tensor(9.8273e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2290 tensor(9.8113e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2300 tensor(9.7953e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2310 tensor(9.7795e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2320 tensor(9.7637e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2330 tensor(9.7479e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2340 tensor(9.7323e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2350 tensor(9.7167e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2360 tensor(9.7012e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2370 tensor(9.6858e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2380 tensor(9.6704e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2390 tensor(9.6552e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2400 tensor(9.6399e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2410 tensor(9.6248e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2420 tensor(9.6097e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2430 tensor(9.5947e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2440 tensor(9.5798e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2450 tensor(9.5649e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2460 tensor(9.5501e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2470 tensor(9.5354e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2480 tensor(9.5207e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2490 tensor(9.5061e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2500 tensor(9.4915e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2510 tensor(9.4770e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2520 tensor(9.4626e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2530 tensor(9.4483e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2540 tensor(9.4340e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2550 tensor(9.4197e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2560 tensor(9.4056e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2570 tensor(9.3914e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2580 tensor(9.3774e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2590 tensor(9.3634e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2600 tensor(9.3495e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2610 tensor(9.3356e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2620 tensor(9.3218e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2630 tensor(9.3080e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2640 tensor(9.2944e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2650 tensor(9.2807e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2660 tensor(9.2672e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2670 tensor(9.2536e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2680 tensor(9.2402e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2690 tensor(9.2268e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2700 tensor(9.2134e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2710 tensor(9.2002e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2720 tensor(9.1869e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2730 tensor(9.1738e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2740 tensor(9.1607e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2750 tensor(9.1476e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2760 tensor(9.1346e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2770 tensor(9.1217e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2780 tensor(9.1088e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2790 tensor(9.0960e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2800 tensor(9.0832e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2810 tensor(9.0705e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2820 tensor(9.0578e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2830 tensor(9.0452e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2840 tensor(9.0327e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2850 tensor(9.0202e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2860 tensor(9.0077e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2870 tensor(8.9954e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2880 tensor(8.9830e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2890 tensor(8.9708e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2900 tensor(8.9586e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2910 tensor(8.9464e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2920 tensor(8.9343e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2930 tensor(8.9223e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2940 tensor(8.9103e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
2950 tensor(8.8983e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<NormBackward1>)
